timestamp,src_ip,dst_ip,protocol,src_bytes,dst_bytes,src_port,dst_port,duration,count,srv_count,dst_host_count,dst_host_srv_count,logged_in
1744313641.9924335,188.163.42.127,192.168.1.6,udp,110,0,1631,6881,0,8,2,10,3,0
1744313642.4022882,192.168.1.6,172.17.144.1,tcp,66,0,28620,1522,0,9,5,10,5,0
1744313643.3809438,192.168.1.6,172.17.144.1,tcp,66,0,28609,1523,0,8,3,10,5,0
1744313643.4021482,192.168.1.6,172.17.144.1,tcp,66,0,28620,1522,0,8,5,10,5,0
1744313643.6039705,192.168.1.6,13.127.247.216,tcp,66,0,28615,8081,0,7,7,33,33,0
1744313643.9356499,0.0.0.0,0.0.0.0,udp,166,0,6881,6881,0,105,38,150,56,0
1744313643.9356499,0.0.0.0,0.0.0.0,udp,481,0,6881,6881,0,105,38,150,56,0
1744313644.2409422,0.0.0.0,0.0.0.0,udp,94,0,443,54984,0,104,2,150,3,0
1744313644.2442462,0.0.0.0,0.0.0.0,udp,95,0,54984,443,0,104,5,150,6,0
1744313644.8565567,0.0.0.0,0.0.0.0,udp,224,0,63219,6881,0,104,37,150,56,0
1744313644.857574,0.0.0.0,0.0.0.0,udp,153,0,6881,63219,0,104,1,150,1,0
1744313645.164401,0.0.0.0,0.0.0.0,udp,223,0,6881,6881,0,104,37,150,56,0
1744313645.1654003,0.0.0.0,0.0.0.0,udp,152,0,6881,6881,0,104,37,150,56,0
1744313645.4059644,192.168.1.6,172.17.144.1,tcp,66,0,28620,1522,0,5,3,10,5,0
1744313645.4223504,0.0.0.0,0.0.0.0,unknown,60,0,0,0,0,104,36,150,52,0
1744313645.675968,0.0.0.0,0.0.0.0,unknown,42,0,0,0,0,104,36,150,52,0
1744313645.676991,0.0.0.0,0.0.0.0,udp,223,0,6881,6881,0,104,37,150,56,0
1744313646.338546,0.0.0.0,0.0.0.0,udp,152,0,6881,6881,0,100,35,150,56,0
1744313646.3395538,0.0.0.0,0.0.0.0,unknown,42,0,0,0,0,100,36,150,52,0
1744313646.3554554,0.0.0.0,0.0.0.0,unknown,42,0,0,0,0,100,36,150,52,0
1744313646.3574994,0.0.0.0,0.0.0.0,unknown,86,0,0,0,0,100,36,150,52,0
1744313646.3574994,0.0.0.0,0.0.0.0,unknown,86,0,0,0,0,100,36,150,52,0
1744313646.3585463,0.0.0.0,0.0.0.0,unknown,86,0,0,0,0,100,36,150,52,0
1744313646.3614678,0.0.0.0,0.0.0.0,unknown,86,0,0,0,0,100,36,150,52,0
1744313646.362446,0.0.0.0,0.0.0.0,unknown,86,0,0,0,0,100,36,150,52,0
1744313646.7889764,0.0.0.0,0.0.0.0,unknown,86,0,0,0,0,100,36,150,52,0
1744313646.791224,192.168.1.6,59.183.139.226,udp,107,0,6881,55936,0,1,1,1,1,0
1744313646.9814415,0.0.0.0,0.0.0.0,udp,166,0,6881,6881,0,98,34,150,56,0
1744313646.9825516,0.0.0.0,0.0.0.0,udp,127,0,6881,6881,0,98,34,150,56,0
1744313646.9834406,0.0.0.0,0.0.0.0,udp,481,0,6881,6881,0,98,34,150,56,0
1744313647.382842,0.0.0.0,0.0.0.0,udp,152,0,6881,6881,0,96,32,150,56,0
1744313647.3848438,192.168.1.6,172.17.144.1,tcp,66,0,28609,1523,0,5,2,10,5,0
1744313647.901876,192.168.1.6,35.174.127.31,tcp,55,0,24664,443,0,1,1,1,1,0
1744313648.235118,35.174.127.31,192.168.1.6,tcp,66,0,443,24664,0,6,1,10,1,0
1744313648.9515023,0.0.0.0,0.0.0.0,udp,163,0,15630,6881,0,84,30,150,56,0
1744313648.9526083,0.0.0.0,0.0.0.0,udp,166,0,6881,6881,0,84,30,150,56,0
1744313648.9535007,0.0.0.0,0.0.0.0,udp,488,0,6881,15630,0,84,5,150,5,0
1744313649.3775053,0.0.0.0,0.0.0.0,udp,481,0,6881,6881,0,81,27,150,56,0
1744313649.3785236,0.0.0.0,0.0.0.0,tcp,75,0,28555,443,0,81,4,150,6,0
1744313649.3949976,0.0.0.0,0.0.0.0,tcp,86,0,443,28555,0,80,1,150,1,0
1744313649.4074438,192.168.1.6,172.17.144.1,tcp,66,0,28620,1522,0,3,2,10,5,0
1744313650.1822093,0.0.0.0,0.0.0.0,udp,166,0,49515,6881,0,80,26,150,56,0
1744313650.1835177,0.0.0.0,0.0.0.0,udp,482,0,6881,49515,0,80,1,150,1,0
1744313650.3088844,0.0.0.0,0.0.0.0,udp,163,0,15630,6881,0,80,26,150,56,0
1744313650.309903,0.0.0.0,0.0.0.0,udp,488,0,6881,15630,0,80,5,150,5,0
1744313650.4417908,0.0.0.0,0.0.0.0,udp,93,0,443,53299,0,80,4,150,4,0
1744313650.4507718,0.0.0.0,0.0.0.0,unknown,60,0,0,0,0,80,26,150,52,0
1744313650.468838,0.0.0.0,0.0.0.0,unknown,42,0,0,0,0,80,26,150,52,0
1744313650.469876,0.0.0.0,0.0.0.0,udp,94,0,53299,443,0,80,4,150,6,0
1744313650.9995291,0.0.0.0,0.0.0.0,udp,86,0,443,53299,0,77,4,150,4,0
1744313651.0110326,0.0.0.0,0.0.0.0,udp,86,0,443,53299,0,77,4,150,4,0
1744313651.0121078,0.0.0.0,0.0.0.0,udp,95,0,53299,443,0,77,4,150,6,0
1744313651.5128586,0.0.0.0,0.0.0.0,unknown,86,0,0,0,0,74,26,150,52,0
1744313651.5173335,0.0.0.0,0.0.0.0,unknown,86,0,0,0,0,74,26,150,52,0
1744313651.5173335,0.0.0.0,0.0.0.0,unknown,86,0,0,0,0,74,26,150,52,0
1744313651.519353,0.0.0.0,0.0.0.0,unknown,86,0,0,0,0,74,26,150,52,0
1744313651.5203493,0.0.0.0,0.0.0.0,unknown,86,0,0,0,0,74,26,150,52,0
1744313651.7260447,0.0.0.0,0.0.0.0,unknown,86,0,0,0,0,74,26,150,52,0
1744313651.72716,0.0.0.0,0.0.0.0,udp,163,0,15630,6881,0,74,23,150,56,0
1744313651.7906785,0.0.0.0,0.0.0.0,udp,488,0,6881,15630,0,74,4,150,5,0
1744313651.7936454,192.168.1.6,45.88.190.49,udp,146,0,6881,46751,0,1,1,1,1,0
1744313652.0369377,0.0.0.0,0.0.0.0,udp,166,0,6881,15000,0,74,1,150,1,0
1744313652.0378802,0.0.0.0,0.0.0.0,udp,127,0,6881,25600,0,74,1,150,1,0
1744313652.0398808,0.0.0.0,0.0.0.0,udp,109,0,25600,6881,0,74,23,150,56,0
1744313652.079783,0.0.0.0,0.0.0.0,udp,451,0,15000,6881,0,74,23,150,56,0
1744313653.1496623,0.0.0.0,0.0.0.0,udp,163,0,15630,6881,0,63,21,150,56,0
1744313653.1506755,0.0.0.0,0.0.0.0,udp,488,0,6881,15630,0,63,3,150,5,0
1744313653.5593512,35.233.131.14,192.168.1.6,tcp,54,0,7500,24716,0,5,2,10,2,0
1744313653.640689,192.168.1.6,35.233.131.14,tcp,54,0,24716,7500,0,1,1,1,1,0
1744313653.641744,0.0.0.0,0.0.0.0,udp,224,0,18294,6881,0,58,21,150,56,0
1744313653.6632946,0.0.0.0,0.0.0.0,udp,153,0,6881,18294,0,58,3,150,6,0
1744313653.6643035,0.0.0.0,0.0.0.0,udp,224,0,18294,6881,0,58,21,150,56,0
1744313653.6957638,0.0.0.0,0.0.0.0,udp,153,0,6881,18294,0,58,3,150,6,0
1744313653.6967523,35.233.131.14,192.168.1.6,tcp,54,0,7500,24716,0,5,2,10,2,0
1744313653.8514855,192.168.1.6,20.42.65.85,tcp,55,0,28467,443,0,1,1,1,1,0
1744313654.1739242,20.42.65.85,192.168.1.6,tcp,66,0,443,28467,0,5,1,10,1,0
1744313654.1759214,0.0.0.0,0.0.0.0,udp,224,0,18294,6881,0,51,18,150,56,0
1744313654.1759214,0.0.0.0,0.0.0.0,udp,153,0,6881,18294,0,51,3,150,6,0
1744313654.1891391,0.0.0.0,0.0.0.0,udp,94,0,443,54984,0,51,1,150,3,0
1744313654.191123,0.0.0.0,0.0.0.0,udp,95,0,54984,443,0,51,1,150,6,0
1744313654.5331028,0.0.0.0,0.0.0.0,udp,163,0,15630,6881,0,51,18,150,56,0
1744313654.534099,0.0.0.0,0.0.0.0,udp,488,0,6881,15630,0,51,2,150,5,0
1744313655.0973587,0.0.0.0,0.0.0.0,udp,223,0,6881,6881,0,51,18,150,56,0
1744313655.0984924,0.0.0.0,0.0.0.0,udp,152,0,6881,6881,0,51,18,150,56,0
1744313655.3820667,192.168.1.6,172.17.144.1,tcp,66,0,28609,1523,0,2,1,10,5,0
1744313655.3969002,0.0.0.0,0.0.0.0,udp,223,0,6881,6881,0,49,17,150,56,0
1744313655.3979983,0.0.0.0,0.0.0.0,udp,152,0,6881,6881,0,49,17,150,56,0
1744313655.5140848,0.0.0.0,0.0.0.0,unknown,60,0,0,0,0,49,18,150,52,0
1744313656.6314197,0.0.0.0,0.0.0.0,unknown,42,0,0,0,0,39,18,150,52,0
1744313656.632378,0.0.0.0,0.0.0.0,unknown,86,0,0,0,0,39,18,150,52,0
1744313656.636545,0.0.0.0,0.0.0.0,unknown,86,0,0,0,0,39,18,150,52,0
1744313656.637906,0.0.0.0,0.0.0.0,unknown,86,0,0,0,0,39,18,150,52,0
1744313656.7929134,0.0.0.0,0.0.0.0,unknown,86,0,0,0,0,39,18,150,52,0
1744313656.7948687,0.0.0.0,0.0.0.0,unknown,86,0,0,0,0,39,18,150,52,0
1744313656.7958832,0.0.0.0,0.0.0.0,unknown,86,0,0,0,0,39,18,150,52,0
1744313656.7969007,192.168.1.6,193.233.121.116,udp,146,0,6881,22550,0,1,1,1,1,0
1744313656.9640524,0.0.0.0,0.0.0.0,udp,166,0,6881,42177,0,39,1,150,1,0
1744313656.965042,0.0.0.0,0.0.0.0,udp,127,0,6881,44958,0,39,1,150,1,0
1744313656.9661422,0.0.0.0,0.0.0.0,udp,152,0,44958,6881,0,39,13,150,56,0
1744313657.0042155,193.233.121.116,192.168.1.6,udp,359,0,22550,6881,0,2,1,10,3,0
1744313657.4064372,192.168.1.6,172.17.144.1,tcp,66,0,28620,1522,0,1,1,10,5,0
1744313657.444509,0.0.0.0,0.0.0.0,udp,223,0,6881,6881,0,35,9,150,56,0
1744313657.4456117,0.0.0.0,0.0.0.0,udp,152,0,6881,6881,0,35,9,150,56,0
1744313658.2696822,0.0.0.0,0.0.0.0,udp,223,0,6881,6881,0,34,9,150,56,0
1744313658.2706745,0.0.0.0,0.0.0.0,udp,152,0,6881,6881,0,34,9,150,56,0
1744313659.190985,0.0.0.0,0.0.0.0,udp,173,0,46471,6881,0,24,8,150,56,0
1744313659.1919982,0.0.0.0,0.0.0.0,udp,482,0,6881,46471,0,24,1,150,1,0
1744313659.704588,0.0.0.0,0.0.0.0,udp,224,0,10777,6881,0,22,6,150,56,0
1744313659.7055879,0.0.0.0,0.0.0.0,udp,153,0,6881,10777,0,22,2,150,4,0
1744313659.8444524,0.0.0.0,0.0.0.0,udp,224,0,10777,6881,0,22,6,150,56,0
1744313659.8454616,0.0.0.0,0.0.0.0,udp,153,0,6881,10777,0,22,2,150,4,0
1744313660.5222275,0.0.0.0,0.0.0.0,udp,128,0,443,53299,0,20,1,150,4,0
1744313660.6127257,0.0.0.0,0.0.0.0,unknown,60,0,0,0,0,20,10,150,52,0
1744313661.3410852,0.0.0.0,0.0.0.0,unknown,42,0,0,0,0,18,10,150,52,0
1744313661.3422296,0.0.0.0,0.0.0.0,unknown,86,0,0,0,0,18,10,150,52,0
1744313661.3545997,0.0.0.0,0.0.0.0,unknown,78,0,0,0,0,18,10,150,52,0
1744313661.3577378,0.0.0.0,0.0.0.0,unknown,86,0,0,0,0,18,10,150,52,0
1744313661.360633,0.0.0.0,0.0.0.0,unknown,86,0,0,0,0,18,10,150,52,0
1744313661.3616176,0.0.0.0,0.0.0.0,unknown,86,0,0,0,0,18,10,150,52,0
1744313661.370616,0.0.0.0,0.0.0.0,unknown,86,0,0,0,0,18,10,150,52,0
1744313661.370616,0.0.0.0,0.0.0.0,unknown,86,0,0,0,0,18,10,150,52,0
1744313661.7960072,0.0.0.0,0.0.0.0,unknown,86,0,0,0,0,16,10,150,52,0
1744313661.7971473,192.168.1.6,109.243.1.92,udp,146,0,6881,7844,0,1,1,1,1,0
1744313661.8388045,0.0.0.0,0.0.0.0,udp,166,0,6881,37193,0,16,1,150,1,0
1744313661.8388045,0.0.0.0,0.0.0.0,udp,127,0,6881,50000,0,16,1,150,1,0
1744313661.8403206,192.168.1.6,52.187.79.109,tcp,55,0,24651,443,0,1,1,1,1,0
1744313661.8769822,52.187.79.109,192.168.1.6,tcp,66,0,443,24651,0,1,1,10,1,0
1744313661.9628808,0.0.0.0,0.0.0.0,udp,109,0,50000,6881,0,14,1,150,56,0
